vVirusNameCorrected,hHostNameFinal,WildDomInReference,DetectionMethod,DetectionQuality,Reference
Kyasanur_Forest_disease_virus,Rattus_rattus,wild,Antibodies,0,Webb et al. 1965
Latino_virus,Rattus_rattus,wild,Isolation,2,Gonzalez et al. 2007
Murid_herpesvirus_2,Rattus_rattus,wild,PCR,2,"[195, Ehlers et al. 2007]"
Murine_pneumonia_virus,Rattus_rattus,domestic,PCR,2,"McInnes EF, Rasmussen L, Fung P, Auld AM, Alvarez L, Lawrence DA, Quinn ME, del Fierro GM, Vassallo BA, Stevenson R. Prevalence of viral, bacterial and parasitological diseases in rats and mice used in research environments in Australasia over a 5-y period. Lab Anim (NY). 2011 Oct 20;40(11):341-50. doi: 10.1038/laban1111-341. Erratum in: Lab Anim (NY). 2012 Feb;41(2):50. Utteridge, Tammy D [removed]. PubMed PMID: 22012194."
Patois_virus,Rattus_rattus,domestic,Antibodies,0,Scherer et al. 1972
Rift_Valley_fever_virus,Rattus_rattus,domestic,Isolation,2,[246]
Seoul_virus,Rattus_rattus,domestic,Isolation,2,Wang et al. 2000
St._Louis_encephalitis_virus,Rattus_rattus,domestic,Isolation,2,[138]
Theilovirus,Rattus_rattus,domestic,Isolation,2,"Ohsawaet al. 2003, Comp. Med"
Thogoto_virus,Rattus_rattus,domestic,Antibodies,0,Jones et al. 1987
Venezuelan_equine_encephalitis_virus,Rattus_rattus,wild,Antibodies,0,Sudia & Newhouse 1975
Wad_Medani_virus,Rattus_rattus,wild,Antibodies,0,"Darwish et al. 1983, RSTMH 77:4"
West_Nile_virus,Rattus_rattus,wild,Antibodies,0,Dietrich et al. 2005
Whitewater_Arroyo_virus,Rattus_rattus,wild,Antibodies,0,Bennett et al. 2000
Seoul_virus,Rattus_tanezumi,wild,PCR,2,Johansson P. et al. 2010
Murid_herpesvirus_2,Rattus_tiomanicus,wild,PCR,2,Ehlers et al. 2007
Murid_herpesvirus_4,Rattus_tiomanicus,wild,PCR,2,Ehlers et al. 2007
Bluetongue_virus,Redunca_arundinum,wild,ELISA,0,"Anderson & Rowe, 1998"
Bovine_herpesvirus_2,Redunca_arundinum,wild,Antibodies,0,"Hamblin and Hedger 1982, JWD"
Bovine_viral_diarrhea_virus_1,Redunca_arundinum,wild,SNT,1,Hamblin and Hedger 1979
Crimean-Congo_hemorrhagic_fever_virus,Redunca_arundinum,wild,Antibodies,0,Shepherd et al. 1987
Foot-and-mouth_disease_virus,Redunca_arundinum,wild,Antibodies,0,Weaver et al. 2013
Lumpy_skin_disease_virus,Redunca_arundinum,wild,Antibodies,0,Hedger et al. 1983
Bluetongue_virus,Redunca_fulvorufula,wild,Antibodies,0,Williams et al. 2001
Crimean-Congo_hemorrhagic_fever_virus,Redunca_fulvorufula,wild,Antibodies,0,Shepherd et al. 1987
Bayou_virus,Reithrodontomys_fulvescens,wild,Antibodies,0,Holsomback et al. 2009
El_Moro_Canyon_virus,Reithrodontomys_megalotis,wild,PCR,2,Torrez-Martinez 1995; Virology. 1995 Aug 1;211(1):336-8.
Sin_Nombre_virus,Reithrodontomys_megalotis,wild,Antibodies,0,Torres-Perez 2010
St._Louis_encephalitis_virus,Reithrodontomys_megalotis,wild,Antibodies,0,Hardy et al. 1974
Whitewater_Arroyo_virus,Reithrodontomys_megalotis,wild,Antibodies,0,Bennett et al. 2000
Rio_Segundo_virus,Reithrodontomys_mexicanus,wild,PCR,2,"Kariwa H, Yoshida H, S_nchez-Hern_ndez C, Romero-Almaraz Mde L, Almaz_n-Catal_n JA, Ramos C, Miyashita D, Seto T, Takano A, Totani M, Murata R, Saasa N, Ishizuka M, Sanada T, Yoshii K, Yoshimatsu K, Arikawa J, Takashima I. Genetic diversity of hantaviruses in Mexico: identification of three novel hantaviruses from Neotominae rodents. Virus Res. 2012 Feb;163(2):486-94. doi: 10.1016/j.virusres.2011.11.013. Epub 2011 Nov 25. PubMed PMID: 22138671."
Crimean-Congo_hemorrhagic_fever_virus,Rhabdomys_pumilio,wild,Antibodies,0,Shepherd et al. 1987
Nipah_virus,Rhinolophus_affinis,wild,Antibodies,0,Li et al. 2008. EID
Severe_acute_respiratory_syndrome-related_coronavirus,Rhinolophus_blasii,wild,PCR,2,Drexler et al. 2010
Lake_Victoria_marburgvirus,Rhinolophus_eloquens,wild,PCR,2,Shi 2010; Swanepoel et al. 2007
Mount_Elgon_bat_virus,Rhinolophus_eloquens,wild,Isolation,2,Calisher et al. 2006
Severe_acute_respiratory_syndrome-related_coronavirus,Rhinolophus_euryale,wild,PCR,2,Drexler et al. 2010
European_bat_lyssavirus_1,Rhinolophus_ferrumequinum,wild,PCR,2,Serra-Cobo et al. 2002
European_bat_lyssavirus_2,Rhinolophus_ferrumequinum,wild,Isolation,2,Calisher et al. 2006
Hantaan_virus,Rhinolophus_ferrumequinum,wild,Isolation,2,Kim et al. 1994
Issyk-Kul_virus,Rhinolophus_ferrumequinum,wild,Isolation,2,Calisher et al. 2006
Japanese_encephalitis_virus,Rhinolophus_ferrumequinum,wild,Antibodies,0,"Calisher et al. 2006, 351, 359]"
Puumala_virus,Rhinolophus_ferrumequinum,wild,PCR,2,"[326, 327]"
Rabies_virus,Rhinolophus_ferrumequinum,wild,Antibodies,0,[444]
Severe_acute_respiratory_syndrome-related_coronavirus,Rhinolophus_ferrumequinum,wild,Isolation,2,Calisher et al. 2006
Mount_Elgon_bat_virus,Rhinolophus_hildebrandti,wild,Isolation,2,Metselaar et al. 1969
Issyk-Kul_virus,Rhinolophus_lepidus,wild,Isolation,2,Calisher et al. 2006
Severe_acute_respiratory_syndrome-related_coronavirus,Rhinolophus_macrotis,wild,Isolation,2,Calisher et al. 2006
Severe_acute_respiratory_syndrome-related_coronavirus,Rhinolophus_mehelyi,wild,PCR,2,Drexler et al. 2010
Severe_acute_respiratory_syndrome-related_coronavirus,Rhinolophus_pearsonii,wild,Isolation,2,Calisher et al. 2006
Japanese_encephalitis_virus,Rhinolophus_pusillus,wild,Isolation,2,Calisher et al. 2006
Oita_virus,Rhinolophus_pusillus,wild,Isolation,2,Calisher et al. 2006
Rabies_virus,Rhinolophus_pusillus,wild,Antibodies,0,[444]
Severe_acute_respiratory_syndrome-related_coronavirus,Rhinolophus_pusillus,wild,Antibodies,0,Li et al. 2005
Japanese_encephalitis_virus,Rhinolophus_rouxii,wild,Antibodies,0,Cui et al. 2008
Kyasanur_Forest_disease_virus,Rhinolophus_rouxii,wild,Isolation,2,Calisher et al. 2006
Nipah_virus,Rhinolophus_sinicus,wild,Antibodies,0,Li et al. 2008. EID
Severe_acute_respiratory_syndrome-related_coronavirus,Rhinolophus_sinicus,wild,Isolation,2,Calisher et al. 2006
Porcine_rubulavirus,Rhogeessa_parvula,wild,Antibodies,0,Salas-Rojas et al. 2004
Cowpox_virus,Rhombomys_opimus,wild,Isolation,2,Marennikova et al. 1978
Isfahan_virus,Rhombomys_opimus,wild,Antibodies,0,Tesh et al. 1977
Eastern_equine_encephalitis_virus,Rhynchonycteris_naso,wild,Antibodies,0,Ubico and McClean 1995
Chikungunya_virus,Rousettus_aegyptiacus,wild,Isolation,2,Calisher et al. 2006
European_bat_lyssavirus_1,Rousettus_aegyptiacus,wild,Isolation,2,Calisher et al. 2006
Kasokero_virus,Rousettus_aegyptiacus,wild,Isolation,2,Kalunda et al. 1986; Calisher et al. 2006
Lagos_bat_virus,Rousettus_aegyptiacus,wild,Isolation,2,Markotter et al. 2008
Lake_Victoria_marburgvirus,Rousettus_aegyptiacus,wild,PCR,2,Pourrut et al. 2009
Shamonda_virus,Rousettus_aegyptiacus,wild,Isolation,2,Addy et al. 1980
West_Nile_virus,Rousettus_aegyptiacus,wild,Antibodies,0,Bunde et al. 2006
Yogue_virus,Rousettus_aegyptiacus,wild,Isolation,2,Calisher et al. 2006
Zaire_ebolavirus,Rousettus_aegyptiacus,wild,PCR,2,Leroy et al. 2004
Australian_bat_lyssavirus,Rousettus_amplexicaudatus,wild,Antibodies,0,Arguin et al. 2002
Reston_ebolavirus,Rousettus_amplexicaudatus,wild,Antibodies,0,Taniguchi et al. 2011
Chikungunya_virus,Rousettus_leschenaultii,wild,Isolation,2,Yu et al. 1989
Dengue_virus,Rousettus_leschenaultii,wild,PCR,2,Wong et al. 2007
Influenza_A_virus,Rousettus_leschenaultii,wild,Antibodies,0,Kelkar et al. 1981
Japanese_encephalitis_virus,Rousettus_leschenaultii,wild,Isolation,2,Wang et al. 2009
Kyasanur_Forest_disease_virus,Rousettus_leschenaultii,wild,Antibodies,0,Bhat et al. 1978
Nelson_Bay_orthoreovirus,Rousettus_leschenaultii,wild,Isolation,2,Calisher et al. 2006; Du et al. 2010
Nipah_virus,Rousettus_leschenaultii,wild,Antibodies,0,Li et al. 2008. EID
Rabies_virus,Rousettus_leschenaultii,wild,Antibodies,0,[444]
Reston_ebolavirus,Rousettus_leschenaultii,wild,Antibodies,0,Olival et al. 2013 EID
Severe_acute_respiratory_syndrome-related_coronavirus,Rousettus_leschenaultii,wild,Antibodies,0,Li et al. 2005
West_Nile_virus,Rousettus_leschenaultii,wild,Isolation,2,Paul et al. 1970
Zaire_ebolavirus,Rousettus_leschenaultii,wild,Antibodies,0,Olival et al. 2012
Tioman_virus,Rousettus_madagascariensis,wild,Antibodies,0,Iehle et al. 2007
Border_disease_virus,Rupicapra_pyrenaica,wild,PCR,2,"Fern_ndez-Sirera L, Cabez_n O, Allepuz A, Rosell R, Riquelme C, Serrano E, Lavn S, Marco I. Two Different Epidemiological Scenarios of Border Disease in the Populations of Pyrenean chamois (Rupicapra p. pyrenaica) after the First Disease Outbreaks. PLoS One. 2012;7(12):e51031. doi: 10.1371/journal.pone.0051031. Epub 2012 Dec 10. PubMed PMID: 23251417; PubMed Central PMCID: PMC3519488."
Bovine_viral_diarrhea_virus_1,Rupicapra_pyrenaica,wild,PCR,2,Arnal et al. 2004
Bovine_herpesvirus_2,Rupicapra_rupicapra,wild,Antibodies,0,"Thiry et al. 1988, JWD"
Foot-and-mouth_disease_virus,Rusa_unicolor,domestic,Isolation,2,Barman et al. 1999
Australian_bat_lyssavirus,Saccolaimus_flaviventris,wild,Isolation,2,Calisher et al. 2006; Wong et al. 2007
Australian_bat_lyssavirus,Saccolaimus_saccolaimus,wild,Isolation,2,Calisher et al. 2006
Yellow_fever_virus,Saguinus_geoffroyi,wild,Antibodies,0,Seymour et al. 1983
GB_virus_A,Saguinus_labiatus,wild,PCR,2,"Bukh, J. & Apgar, C. L. (1997). Five new or recently discovered (GBVA) virus species are indigenous to New World monkeys and may constitute a separate genus of the Flaviviridae. Virology 229, 429_436."
GB_virus_B,Saguinus_labiatus,captive,Isolation,2,"Simons, J. N., Pilot-Matias, T. J., Leary, T. P., Dawson, G. J., Desai, G. J., Desai, S. M., Schlauder, G. G., Muerhoff, A. S., Erker, J. C. & other authors (1995b). Identification of two flavivirus-like genomes in the GB hepatitis agent. Proc Natl Acad Sci U S A 92, 3401_3405."
Torque_Teno_virus,Saguinus_labiatus,wild,PCR,2,Okamoto et al. 2000
Callitrichine_herpesvirus_1,Saguinus_midas,wild,Isolation,2,"de Thoisy B, Pouliquen JF, Lacoste V, Gessain A, Kazanji M. Novel gamma-1 herpesviruses identified in free-ranging new world monkeys (golden-handed tamarin [Saguinus midas], squirrel monkey [Saimiri sciureus], and white-faced saki [Pithecia pithecia]) in French Guiana. J Virol. 2003 Aug;77(16):9099-105. PubMed PMID: 12885928; PubMed Central PMCID: PMC167222."
Mayaro_virus,Saguinus_midas,wild,Antibodies,0,de Thoisy et al. 2003
GB_virus_A,Saguinus_mystax,wild,PCR,2,"Bukh, J. & Apgar, C. L. (1997). Five new or recently discovered (GBVA) virus species are indigenous to New World monkeys and may constitute a separate genus of the Flaviviridae. Virology 229, 429_436."
GB_virus_A,Saguinus_nigricollis,wild,PCR,2,"Bukh, J. & Apgar, C. L. (1997). Five new or recently discovered (GBVA) virus species are indigenous to New World monkeys and may constitute a separate genus of the Flaviviridae. Virology 229, 429_436."
GB_virus_A,Saguinus_oedipus,wild,PCR,2,"Bukh, J. & Apgar, C. L. (1997). Five new or recently discovered (GBVA) virus species are indigenous to New World monkeys and may constitute a separate genus of the Flaviviridae. Virology 229, 429_436."
Torque_Teno_virus,Saguinus_oedipus,wild,PCR,2,Catroxo et al. 2008
Foot-and-mouth_disease_virus,Saiga_tatarica,wild,Isolation,2,Weaver et al. 2013
Encephalomyocarditis_virus,Saimiri_sciureus,wild,Isolation,2,Roca-Garcia 1957
Mayaro_virus,Saimiri_sciureus,wild,Antibodies,0,de Thoisy et al. 2003
Measles_virus,Saimiri_sciureus,wild,Isolation,2,Fowler & Miller. 2003
Saimiriine_herpesvirus_1,Saimiri_sciureus,wild,Isolation,2,Daniel et al. 1967
Saimiriine_herpesvirus_2,Saimiri_sciureus,wild,Isolation,2,Falk et al. 1972
Simian_foamy_virus,Saimiri_sciureus,wild,Isolation,2,Johnston et al. 1971
Squirrel_monkey_retrovirus,Saimiri_sciureus,captive,Isolation,2,"Heberling, R. L., Barker, S. T., Kalter, S. S., Smith, G. C., and Helmke, R. J. Isolation of an Oncornavirus from a Squirrel Monkey (SaimirA_- sciureus) Lung Culture. Science, A__952:89-291, 1977."
California_encephalitis_virus,Sciurus_carolinensis,wild,Antibodies,0,Moulton & Thompson 1971
Eastern_equine_encephalitis_virus,Sciurus_carolinensis,wild,Antibodies,0,Karstad et al. 1960
Encephalomyocarditis_virus,Sciurus_carolinensis,wild,Isolation,2,Vizoso and Hay 1965
Lymphocytic_choriomeningitis_virus,Sciurus_carolinensis,wild,Antibodies,0,Greenwood & Sanchez 2002
Minute_virus_of_mice,Sciurus_carolinensis,wild,Antibodies,0,"[117, Greenwood & Sanchez 2002"
Murid_herpesvirus_1,Sciurus_carolinensis,wild,Antibodies,0,Greenwod & Sanchez 2002
Murine_pneumonia_virus,Sciurus_carolinensis,wild,Antibodies,0,Greenwod & Sanchez 2002
Powassan_virus,Sciurus_carolinensis,wild,Antibodies,0,[224]
Rabies_virus,Sciurus_carolinensis,wild,Antibodies,0,Childs et al. 1997
Sendai_virus,Sciurus_carolinensis,wild,Antibodies,0,Greenwood & Sanchez 2002
Squirrel_fibroma_virus,Sciurus_carolinensis,wild,PCR,2,"Bangari DS, Miller MA, Stevenson GW, Thacker HL, Sharma A, Mittal SK. Cutaneous and systemic poxviral disease in red (Tamiasciurus hudsonicus) and gray (Sciurus carolinensis) squirrels. Vet Pathol. 2009 Jul;46(4):667-72. doi: 10.1354/vp.08-VP-0305-B-BC. Epub 2009 Mar 9. PubMed PMID: 19276066."
Squirrel_parapoxvirus,Sciurus_carolinensis,wild,Isolation,2,"Bruemmer CM, Rushton SP, Gurnell J, Lurz PW, Nettleton P, Sainsbury AW, Duff JP, Gilray J, McInnes CJ. Epidemiology of squirrelpox virus in grey squirrels in the UK. Epidemiol Infect. 2010 Jul;138(7):941-50. doi: 10.1017/S0950268810000816. Epub 2010 Apr 23. PubMed PMID: 20412610."
St._Louis_encephalitis_virus,Sciurus_carolinensis,wild,Antibodies,0,Day et al. 1996
Theilovirus,Sciurus_carolinensis,wild,Antibodies,0,Greenwood & Sanchez 2002
Vesicular_stomatitis_Indiana_virus,Sciurus_carolinensis,wild,SNT,1,Jenney et al. 1975
West_Nile_virus,Sciurus_carolinensis,wild,Antibodies,0,Root et al. 2005
Venezuelan_equine_encephalitis_virus,Sciurus_granatensis,wild,Antibodies,0,Grayson & Galido 1968
Colorado_tick_fever_virus,Sciurus_griseus,wild,Isolation,2,Acha & Szyfres 2003; Johnson et al. 1997
Western_equine_encephalitis_virus,Sciurus_griseus,wild,hemmaglutination,0,Hardy 1987
California_encephalitis_virus,Sciurus_niger,wild,Antibodies,0,Moulton & Thompson 1971
Eastern_equine_encephalitis_virus,Sciurus_niger,wild,Antibodies,0,Karstad et al. 1960
Rabies_virus,Sciurus_niger,wild,Antibodies,0,Childs et al. 1997
West_Nile_virus,Sciurus_niger,wild,Antibodies,0,Root et al. 2005
Venezuelan_equine_encephalitis_virus,Sciurus_variegatoides,wild,Antibodies,0,Grayson & Galido 1968
Encephalomyocarditis_virus,Sciurus_vulgaris,wild,Isolation,2,Knowles et al. 1998
Ljungan_virus,Sciurus_vulgaris,wild,PCR,2,Romeo C et al. 2014
Lymphocytic_choriomeningitis_virus,Sciurus_vulgaris,wild,PCR,2,Blasdell et al. 2008
Squirrel_adenovirus,Sciurus_vulgaris,wild,PCR,2,Sainsbury et al. 2001
Squirrel_parapoxvirus,Sciurus_vulgaris,wild,Isolation,2,"Thomas K, Tompkins DM, Sainsbury AW, Wood AR, Dalziel R, Nettleton PF, McInnes CJ. A novel poxvirus lethal to red squirrels (Sciurus vulgaris). J Gen Virol. 2003 Dec;84(Pt 12):3337-41. PubMed PMID: 14645914."
Australian_bat_lyssavirus,Scotophilus_kuhlii,wild,Antibodies,0,Arguin et al. 2002
Chikungunya_virus,Scotophilus_kuhlii,wild,Isolation,2,Calisher et al. 2006
Dengue_virus,Scotophilus_kuhlii,wild,Antibodies,0,Sulkin et al. 1974; Johnsen et al. 1974
Issyk-Kul_virus,Scotophilus_kuhlii,wild,Isolation,2,Calisher et al. 2006; Calisher 2009
Nipah_virus,Scotophilus_kuhlii,wild,Antibodies,0,WHO
Dakar_bat_virus,Scotophilus_nigrita,wild,Isolation,2,CDC Arbocat Report 1985
Kyasanur_Forest_disease_virus,Semnopithecus_entellus,wild,Isolation,2,Sreenivasan et al. 1986
Langur_virus,Semnopithecus_entellus,wild,Isolation,2,"Nandi, J. S., S. Van Dooren, A. K. Chhangani, and S. M. Mohnot. 2006. New simian beta retroviruses from rhesus monkeys (Macaca mulatta) and langurs (Semnopithecus entellus) from Rajasthan, India. Virus Genes 33:107-116."
Measles_virus,Semnopithecus_entellus,wild,Antibodies,0,Bhatt et al. 1966
Simian_virus_5,Semnopithecus_entellus,wild,Antibodies,0,Bhatt et al. 1966
Trubanaman_virus,Setonix_brachyurus,wild,Antibodies,0,Johansen et al. 2005
Cano_Delgadito_virus,Sigmodon_alstoni,wild,Isolation,2,Fulhorst et al. 1997; Virus Res. 1997 Oct;51(2):159-71.
Guanarito_virus,Sigmodon_alstoni,wild,Isolation,2,Gonzalez et al. 2007
Pirital_virus,Sigmodon_alstoni,wild,isolation,2,"Fulhorst et al. 1999, AJTMH"
Bayou_virus,Sigmodon_hispidus,wild,Antibodies,0,Holsomback et al. 2009
Black_Creek_Canal_virus,Sigmodon_hispidus,wild,Isolation,2,Rollin et al. 1995
Bunyamwera_virus,Sigmodon_hispidus,wild,Isolation,2,"Calisher et al. 1986, Am J. Trop. Med. Hyg 35(2): 429-443.""Distribution of Bunyamwera serogroup viruses in N. America, 1956-1984"""
Cowbone_Ridge_virus,Sigmodon_hispidus,wild,Isolation,2,Calisher et al. 1969
Eastern_equine_encephalitis_virus,Sigmodon_hispidus,wild,Isolation,2,Day et al. 1996
Encephalomyocarditis_virus,Sigmodon_hispidus,wild,Isolation,2,Tesh & Wallace 1978
Everglades_virus,Sigmodon_hispidus,wild,Antibodies,0,Day et al. 1996
Guama_virus,Sigmodon_hispidus,wild,Isolation,2,"Shope, R. E., J. P. Woodall, and A. P. A. Travassos da Rosa. 1988. The epidemiology of disease caused by viruses in group C and Guam_ (Bunyaviridae), p. 37-52. In T. P. Monath (ed.), The arboviruses: epidemiology and ecology. CRC Press, Inc., Boca Raton, Fla."
Guanarito_virus,Sigmodon_hispidus,wild,Isolation,2,Acha & Szyfres 2003; Salas et al. 1991
Highlands_J_virus,Sigmodon_hispidus,wild,Antibodies,0,Day et al. 1996
Jutiapa_virus,Sigmodon_hispidus,wild,Isolation,2,Varelas-Wesley et al. 1982
Muleshoe_virus,Sigmodon_hispidus,wild,PCR,2,"Rawlings JA, Torrez-Martinez N, Neill SU, Moore GM, Hicks BN, Pichuantes S, Nguyen A, Bharadwaj M, Hjelle B. Cocirculation of multiple hantaviruses in Texas, with characterization of the small (S) genome of a previously undescribed virus of cotton rats (Sigmodon hispidus). Am J Trop Med Hyg. 1996 Dec;55(6):672-9. PubMed PMID: 9025697."
Patois_virus,Sigmodon_hispidus,wild,Isolation,2,[173]
Sal_Vieja_virus,Sigmodon_hispidus,wild,Isolation,2,Varelas-Wesley et al. 1982
San_Perlita_virus,Sigmodon_hispidus,wild,Isolation,2,Varelas-Wesley et al. 1982
St._Louis_encephalitis_virus,Sigmodon_hispidus,wild,Antibodies,0,Day et al. 1996
Tamiami_virus,Sigmodon_hispidus,wild,Isolation,2,Calisher et al. 1970
Venezuelan_equine_encephalitis_virus,Sigmodon_hispidus,wild,Isolation,2,"Acha & Szyfres 2003; 295, 292, 298]"
Vesicular_stomatitis_Indiana_virus,Sigmodon_hispidus,wild,plaque reduction neutralization,1,Tesh et al. 1969
Vesicular_stomatitis_New_Jersey_virus,Sigmodon_hispidus,wild,Antibodies,0,Jimenez et al. 1996
West_Nile_virus,Sigmodon_hispidus,wild,Antibodies,0,Dietrich et al. 2005
Zegla_virus,Sigmodon_hispidus,wild,Isolation,2,"Srihongse et al. 1966, AJTMH, ""Isolation of group c arboviruses in panama including two new members, Patois and Zegla"""
Whitewater_Arroyo_virus,Sigmodon_toltecus,wild,Antibodies,0,Milazzo et al. 2010
Andes_virus,Sooretamys_angouya,wild,Antibodies,0,de Oliveira et al. 2011
Flexal_virus,Sooretamys_angouya,wild,Isolation,2,Gonzalez et al. 2007
Parana_virus,Sooretamys_angouya,wild,Isolation,2,Webb et al. 1970; and Charrel et al. 2008
Vaccinia_virus,Sooretamys_angouya,wild,PRNT,1,Peres et al. 2013
Uukuniemi_virus,Sorex_araneus,wild,Antibodies,0,Traavik et al. 1977
Colorado_tick_fever_virus,Spermophilus_beecheyi,wild,Antibodies,0,"Emmons, 1994"
Ground_squirrel_hepatitis_virus,Spermophilus_beecheyi,wild,PCR,2,"[111, 112]"
Modoc_virus,Spermophilus_beecheyi,wild,Antibodies,0,Hardy et al. 1974
St._Louis_encephalitis_virus,Spermophilus_beecheyi,wild,Antibodies,0,Hardy et al. 1974
Western_equine_encephalitis_virus,Spermophilus_beecheyi,wild,hemmaglutination,0,Hardy 1987
Sciurid_herpesvirus_1,Spermophilus_citellus,wild,Isolation,2,Diosi et al. 1967
Sciurid_herpesvirus_2,Spermophilus_citellus,wild,Isolation,2,Diosi et al. 1975
Colorado_tick_fever_virus,Spermophilus_columbianus,wild,Isolation,2,Eklund et al. 1958
Cowpox_virus,Spermophilus_fulvus,wild,Isolation,2,Marennikova et al. 1979
Colorado_tick_fever_virus,Spermophilus_lateralis,wild,Isolation,2,Carey et al. 1980
Arctic_squirrel_hepatitis_virus,Spermophilus_parryii,wild,PCR,2,Testut et al. 1996
Colorado_tick_fever_virus,Spermophilus_richardsonii,wild,Isolation,2,Carey et al. 1980
Ground_squirrel_hepatitis_virus,Spermophilus_richardsonii,wild,SouthernBlot,0,"[113, 114]"
Western_equine_encephalitis_virus,Spermophilus_richardsonii,wild,Antibodies,0,Leung et al. 1975
Eastern_equine_encephalitis_virus,Spermophilus_tridecemlineatus,wild,Antibodies,0,Karstad et al. 1960
Rabies_virus,Spermophilus_tridecemlineatus,wild,Antibodies,0,Childs et al. 1997
Rabies_virus,Spermophilus_undulatus,wild,PCR,2,Kuzmin et al. 2004
Rabies_virus,Spermophilus_variegatus,wild,Antibodies,0,[1]
Cetacean_morbillivirus_virus,Stenella_coeruleoalba,wild,PCR,2,"Aguilar, A., Raga, J.A., 1993. The striped dolphin epizootic in the Mediterranean Sea. Ambio 22, 524_528."
Dengue_virus,Sturnira_lilium,wild,Antibodies,0,Aguilar-Setien et al. 2008
Eastern_equine_encephalitis_virus,Sturnira_lilium,wild,Antibodies,0,Ubico and McClean 1995
Mapuera_virus,Sturnira_lilium,wild,Isolation,2,Calisher et al. 2006
Rabies_virus,Sturnira_lilium,wild,Antibodies,0,Price and Everard 1977
Rio_Bravo_virus,Sturnira_lilium,wild,Antibodies,0,Ubico and McClean 1995
St._Louis_encephalitis_virus,Sturnira_lilium,wild,Antibodies,0,Sabattini et al. 1965
Tacaribe_virus,Sturnira_lilium,wild,Antibodies,0,Price et al. 1978
Tamana_bat_virus,Sturnira_lilium,wild,Antibodies,0,Price 1978
Venezuelan_equine_encephalitis_virus,Sturnira_lilium,wild,Antibodies,0,Ubico and McClean 1995
Vesicular_stomatitis_Indiana_virus,Sturnira_lilium,wild,plaque reduction neutralization,1,Ubico and McLean 1995
Vesicular_stomatitis_New_Jersey_virus,Sturnira_lilium,wild,Antibodies,0,Ubico & McClean 1995
Venezuelan_equine_encephalitis_virus,Sturnira_ludovici,wild,Antibodies,0,Ubico and McClean 1995
St._Louis_encephalitis_virus,Sturnira_tildae,wild,Antibodies,0,Price et al. 1978
Kyasanur_Forest_disease_virus,Suncus_murinus,wild,Antibodies,0,Webb et al. 1965
Thottapalayam_virus,Suncus_murinus,wild,Isolation,2,Carey et al. 1971. Indian J. Med. Res 59: 1758-1760
Rabies_virus,Suricata_suricatta,wild,PCR,2,van Zyl et al. 2010
African_swine_fever_virus,Sus_scrofa,domestic,Isolation,2,ICTV database
Banna_virus,Sus_scrofa,domestic,Isolation,2,Tao et al. 2005
Border_disease_virus,Sus_scrofa,domestic,PCR,2,Roehe et al. 1992
Borna_disease_virus,Sus_scrofa,domestic,PCR,2,Zhang et al. 2014
Bovine_viral_diarrhea_virus_1,Sus_scrofa,domestic,PCR,2,Van Gennip et al. 1999
Classical_swine_fever_virus,Sus_scrofa,domestic,Isolation,2,Kosmidou et al 1998
Encephalomyocarditis_virus,Sus_scrofa,domestic,Isolation,2,Tesh and Wallace 1978
Foot-and-mouth_disease_virus,Sus_scrofa,domestic,Isolation,2,Ghoneim et al. 2010
Getah_virus,Sus_scrofa,domestic,Isolation,2,Attoui et al. 2007
Hepatitis_E_virus,Sus_scrofa,domestic,Antibodies,0,Taylor et al. (EID database) ;http://www.uniprot.org/uniprot/Q2A069
Human_picobirnavirus,Sus_scrofa,domestic,PCR,2,Banyai et al. 2008
Influenza_A_virus,Sus_scrofa,wild,Antibodies,0,Kaden et al. 2008
Influenza_C_virus,Sus_scrofa,domestic,Isolation,2,Kimura et al. 1997
Japanese_encephalitis_virus,Sus_scrofa,domestic,Isolation,2,Nitatpattana et al. 2000
Menangle_virus,Sus_scrofa,domestic,Isolation,2,Bowden et al. 2001
Ndumu_virus,Sus_scrofa,domestic,RNA,2,Masembe et al. 2012
Nipah_virus,Sus_scrofa,domestic,Isolation,2,Calisher et al. 2006
Norwalk_virus,Sus_scrofa,domestic,Antibodies,0,Farkas et al. 2005
Ovine_herpesvirus_2,Sus_scrofa,domestic,PCR,2,Wessels et al. 2011
Patois_virus,Sus_scrofa,domestic,Antibodies,0,Scherer et al. 1972
Porcine_adenovirus_A,Sus_scrofa,domestic,Isolation,2,Derbyshire et al. 1966
Porcine_adenovirus_B,Sus_scrofa,domestic,Isolation,2,Kasza et al. 1966
Porcine_adenovirus_C,Sus_scrofa,domestic,Isolation,2,Tuboly et al. 1995
Porcine_astrovirus,Sus_scrofa,domestic,PCR,2,Indik et al. 2006
Porcine_circovirus-1,Sus_scrofa,domestic,PCR,2,Kim et al. 2001
Porcine_circovirus-2,Sus_scrofa,domestic,PCR,2,Petrini et al. 2009
Porcine_enteric_sapovirus,Sus_scrofa,domestic,Isolation,2,"Martella V, Lorusso E, Banyai K, Decaro N, Corrente M, Elia G, Cavalli A, Radogna A, Costantini V, Saif LJ, Lavazza A, DI Trani L, Buonavoglia C (2008) Identification of a porcine calic- ivirus related genetically to human sapoviruses. J Clin Microbiol 46:1907_1913"
